Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
125,14,,R0,DISCARD,C7;Q1;J0,0.0,[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C7;Q1;J0', 'pass']",,,,
125,14,,R2,DISCARD,pass,0.0,[10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
125,14,,DQN_Player,DISCARD,pass,0.0,[ 9. 10. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
125,14,,R0,DISCARD,pass,0.0,[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
125,,,R0,DECLARE_PIZZA,,,,,,,,,,
125,15,,R0,DISCARD,C11;Q1;J0,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
125,15,,R2,DISCARD,C10;Q1;J0,0.0,[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C10;Q1;J0', 'pass']",,,,
125,15,,DQN_Player,DISCARD,C9;Q1;J0,0.0,[10. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C9;Q1;J0', 'pass']",,,,
125,15,,R0,DISCARD,pass,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
125,15,,R2,DISCARD,pass,0.0,[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
125,,,DQN_Player,DECLARE_PIZZA,,,,,,,,,,
125,16,,DQN_Player,DISCARD,C11;Q1;J0,0.0,[10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
125,16,,R0,DISCARD,pass,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
125,16,,R2,DISCARD,pass,0.0,[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
125,,,DQN_Player,DECLARE_PIZZA,,,,,,,,,,
125,17,,DQN_Player,DISCARD,C10;Q1;J0,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C10;Q1;J0', 'C11;Q1;J0', 'pass']",,,,
125,17,,R0,DISCARD,pass,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
125,17,,R2,DISCARD,pass,0.0,[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
125,,,DQN_Player,DECLARE_PIZZA,,,,,,,,,,
125,18,,DQN_Player,DISCARD,C11;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'pass']",,,,
125,18,,R0,DISCARD,pass,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
125,18,,R2,DISCARD,pass,0.0,[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
125,,,DQN_Player,DECLARE_PIZZA,,,,,,,,,,
125,19,,R0,DISCARD,C11;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'pass']",,,,
125,19,,R2,DISCARD,pass,0.0,[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
125,,,R0,DECLARE_PIZZA,,,,,,,,,,
125,19,,SYSTEM,END_MATCH,,,,,,,"{'DQN_Player': 'chef', 'R0': 'souschef', 'R1': 'dishwasher', 'R2': 'waiter'}","{'R1': 3, 'DQN_Player': 2, 'R0': 1, 'R2': 0}","{'DQN_Player': 320, 'R0': 276, 'R1': 332, 'R2': 272}",
125,0,,SYSTEM,DEAL_CARDS,,,"[[2, 2, 3, 4, 4, 5, 7, 8, 8, 8, 9, 9, 9, 9, 10, 10, 11], [1, 5, 5, 6, 6, 6, 7, 7, 7, 9, 9, 9, 10, 10, 11, 11, 12], [3, 4, 7, 8, 8, 8, 9, 9, 10, 10, 10, 10, 11, 11, 11, 11, 12], [3, 4, 5, 5, 6, 6, 6, 7, 7, 8, 8, 10, 10, 11, 11, 11, 11]]",,,,,,,
125,0,,SYSTEM,CARD_EXCHANGE,"['', '', [3, 4], 1, [11], [11, 12]]",,"[[1, 2, 2, 3, 4, 4, 5, 7, 8, 8, 8, 9, 9, 9, 9, 10, 10], [5, 5, 6, 6, 6, 7, 7, 7, 9, 9, 9, 10, 10, 11, 11, 11, 12], [3, 3, 4, 4, 7, 8, 8, 8, 9, 9, 10, 10, 10, 10, 11, 11, 11], [5, 5, 6, 6, 6, 7, 7, 8, 8, 10, 10, 11, 11, 11, 11, 11, 12]]",,,,,,,
126,0,,SYSTEM,NEW_MATCH,,,,,,,"{'DQN_Player': 'souschef', 'R0': 'waiter', 'R1': 'chef', 'R2': 'dishwasher'}",,"{'DQN_Player': 191, 'R0': 175, 'R1': 200, 'R2': 184}",
126,1,,R2,DISCARD,C11;Q2;J0,0.0,[ 5.  5.  6.  6.  6.  7.  7.  8.  8. 10. 10. 11. 11. 11. 12.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'C11;Q1;J1', 'C11;Q2;J0', 'C11;Q2;J1', 'C11;Q3;J0', 'C11;Q3;J1', 'C11;Q4;J0', 'C11;Q4;J1', 'C11;Q5;J0', 'C11;Q5;J1']",,,,
126,1,,DQN_Player,DISCARD,C9;Q2;J0,0.0,[ 1.  2.  2.  3.  4.  4.  5.  7.  8.  8.  8.  9.  9. 10. 10.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q2;J0', 'C4;Q2;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C9;Q4;J0', 'C10;Q2;J0', 'pass']",,,,
126,1,,R0,DISCARD,C7;Q2;J0,0.0,[ 5.  5.  6.  6.  6.  7.  9.  9.  9. 10. 10. 11. 11. 11. 12.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q2;J0', 'C5;Q2;J1', 'C6;Q2;J0', 'C6;Q2;J1', 'C6;Q3;J0', 'C6;Q3;J1', 'C7;Q2;J0', 'C7;Q2;J1', 'C7;Q3;J0', 'C7;Q3;J1', 'pass']",,,,
126,1,,R1,DISCARD,C3;Q2;J0,0.0,[ 4.  4.  7.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11. 11.  0.  0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C3;Q2;J0', 'C4;Q2;J0', 'pass']",,,,
126,1,,R2,DISCARD,pass,0.0,[ 5.  5.  6.  6.  6.  7.  7.  8.  8. 10. 10. 11. 11. 11. 12.  0.  0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,1,,DQN_Player,DISCARD,C2;Q2;J0,0.0,[ 1.  3.  4.  4.  5.  7.  8.  8.  8.  9.  9. 10. 10.  0.  0.  0.  0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q2;J0', 'pass']",,,,
126,1,,R0,DISCARD,pass,0.0,[ 5.  5.  6.  6.  6.  7.  9.  9.  9. 10. 10. 11. 11. 11. 12.  0.  0.],[2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,1,,R1,DISCARD,pass,0.0,[ 4.  4.  7.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11. 11.  0.  0.],[2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,,,DQN_Player,DECLARE_PIZZA,,,,,,,,,,
126,2,,DQN_Player,DISCARD,C4;Q1;J0,0.0,[ 1.  3.  4.  5.  7.  8.  8.  8.  9.  9. 10. 10.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C3;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C5;Q1;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'pass']",,,,
126,2,,R0,DISCARD,pass,0.0,[ 5.  5.  6.  6.  6.  7.  9.  9.  9. 10. 10. 11. 11. 11. 12.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,2,,R1,DISCARD,pass,0.0,[ 4.  4.  7.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11. 11.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,2,,R2,DISCARD,pass,0.0,[ 5.  5.  6.  6.  6.  7.  7.  8.  8. 10. 10. 11. 11. 11. 12.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,,,DQN_Player,DECLARE_PIZZA,,,,,,,,,,
126,3,,DQN_Player,DISCARD,C9;Q1;J0,0.0,[ 1.  3.  4.  5.  7.  8.  8.  8.  9. 10. 10.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C3;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'pass']",,,,
126,3,,R0,DISCARD,C7;Q1;J0,0.0,[ 5.  5.  6.  6.  6.  9.  9.  9. 10. 10. 11. 11. 11. 12.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q1;J0', 'C5;Q1;J1', 'C5;Q2;J0', 'C5;Q2;J1', 'C6;Q1;J0', 'C6;Q1;J1', 'C6;Q2;J0', 'C6;Q2;J1', 'C6;Q3;J0', 'C6;Q3;J1', 'C7;Q1;J0', 'C7;Q1;J1', 'pass']",,,,
126,3,,R1,DISCARD,C4;Q1;J0,0.0,[ 4.  7.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11. 11.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C4;Q2;J0', 'pass']",,,,
126,3,,R2,DISCARD,pass,0.0,[ 5.  5.  6.  6.  6.  7.  7.  8.  8. 10. 10. 11. 11. 11. 12.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,3,,DQN_Player,DISCARD,C1;Q1;J0,0.0,[ 3.  4.  5.  7.  8.  8.  8.  9. 10. 10.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C3;Q1;J0', 'pass']",,,,
126,3,,R0,DISCARD,pass,0.0,[ 5.  5.  6.  6.  6.  9.  9.  9. 10. 10. 11. 11. 11. 12.  0.  0.  0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,3,,R1,DISCARD,pass,0.0,[ 4.  7.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11. 11.  0.  0.  0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,,,DQN_Player,DECLARE_PIZZA,,,,,,,,,,
126,4,,DQN_Player,DISCARD,C10;Q2;J0,0.0,[3. 4. 5. 7. 8. 8. 8. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C3;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'pass']",,,,
126,4,,R0,DISCARD,C5;Q2;J1,0.0,[ 6.  6.  6.  9.  9.  9. 10. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],"['C5;Q2;J0', 'C5;Q2;J1', 'C6;Q2;J0', 'C6;Q2;J1', 'C6;Q3;J0', 'C6;Q3;J1', 'C9;Q2;J0', 'C9;Q2;J1', 'C9;Q3;J0', 'C9;Q3;J1', 'pass']",,,,
126,4,,R1,DISCARD,pass,0.0,[ 4.  7.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11. 11.  0.  0.  0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
126,4,,R2,DISCARD,pass,0.0,[ 5.  5.  6.  6.  6.  7.  7.  8.  8. 10. 10. 11. 11. 11. 12.  0.  0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
126,4,,DQN_Player,DISCARD,pass,0.0,[3. 4. 5. 7. 8. 8. 8. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 5.  5. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
126,,,R0,DECLARE_PIZZA,,,,,,,,,,
126,5,,R0,DISCARD,C6;Q1;J0,0.0,[ 6.  6.  9.  9.  9. 10. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'C6;Q2;J0', 'C6;Q3;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
126,5,,R1,DISCARD,C4;Q1;J0,0.0,[ 7.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11. 11.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'pass']",,,,
126,5,,R2,DISCARD,pass,0.0,[ 5.  5.  6.  6.  6.  7.  7.  8.  8. 10. 10. 11. 11. 11. 12.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,5,,DQN_Player,DISCARD,C3;Q1;J0,0.0,[4. 5. 7. 8. 8. 8. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C3;Q1;J0', 'pass']",,,,
126,5,,R0,DISCARD,pass,0.0,[ 6.  6.  9.  9.  9. 10. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,5,,R1,DISCARD,pass,0.0,[ 7.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11. 11.  0.  0.  0.  0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,,,DQN_Player,DECLARE_PIZZA,,,,,,,,,,
126,6,,DQN_Player,DISCARD,C8;Q3;J0,0.0,[4. 5. 7. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C5;Q1;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'pass']",,,,
126,6,,R0,DISCARD,pass,0.0,[ 6.  6.  9.  9.  9. 10. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,6,,R1,DISCARD,pass,0.0,[ 7.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11. 11.  0.  0.  0.  0.],[8. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,6,,R2,DISCARD,C6;Q3;J0,0.0,[ 5.  5.  7.  7.  8.  8. 10. 10. 11. 11. 11. 12.  0.  0.  0.  0.  0.],[8. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 6. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q3;J0', 'C6;Q3;J1', 'pass']",,,,
126,6,,DQN_Player,DISCARD,pass,0.0,[4. 5. 7. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 6. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 6. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,,,R2,DECLARE_PIZZA,,,,,,,,,,
126,7,,R2,DISCARD,C5;Q1;J1,0.0,[ 5.  7.  7.  8.  8. 10. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 5. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C5;Q1;J0', 'C5;Q1;J1', 'C5;Q2;J0', 'C5;Q2;J1', 'C7;Q1;J0', 'C7;Q1;J1', 'C7;Q2;J0', 'C7;Q2;J1', 'C8;Q1;J0', 'C8;Q1;J1', 'C8;Q2;J0', 'C8;Q2;J1', 'C10;Q1;J0', 'C10;Q1;J1', 'C10;Q2;J0', 'C10;Q2;J1', 'C11;Q1;J0', 'C11;Q1;J1', 'C11;Q2;J0', 'C11;Q2;J1', 'C11;Q3;J0', 'C11;Q3;J1', 'C0;Q0;J1', 'pass']",,,,
126,7,,DQN_Player,DISCARD,pass,0.0,[4. 5. 7. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 5. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 5. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
126,7,,R0,DISCARD,pass,0.0,[ 6.  6.  9.  9.  9. 10. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[ 5. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 5. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
126,7,,R1,DISCARD,pass,0.0,[ 7.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11. 11.  0.  0.  0.  0.],[ 5. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 5. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
126,,,R2,DECLARE_PIZZA,,,,,,,,,,
126,8,,R2,DISCARD,C8;Q1;J0,0.0,[ 5.  7.  7.  8. 10. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
126,8,,DQN_Player,DISCARD,C4;Q1;J0,0.0,[5. 7. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C5;Q1;J0', 'C7;Q1;J0', 'pass']",,,,
126,8,,R0,DISCARD,pass,0.0,[ 6.  6.  9.  9.  9. 10. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,8,,R1,DISCARD,pass,0.0,[ 7.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11. 11.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,8,,R2,DISCARD,pass,0.0,[ 5.  7.  7.  8. 10. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,,,DQN_Player,DECLARE_PIZZA,,,,,,,,,,
126,9,,DQN_Player,DISCARD,C9;Q1;J0,0.0,[5. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q1;J0', 'C7;Q1;J0', 'C9;Q1;J0', 'pass']",,,,
126,9,,R0,DISCARD,C6;Q2;J0,0.0,[ 9.  9.  9. 10. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'C6;Q2;J0', 'pass']",,,,
126,9,,R1,DISCARD,pass,0.0,[ 7.  8.  8.  8.  9.  9. 10. 10. 10. 10. 11. 11. 11.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
126,9,,R2,DISCARD,pass,0.0,[ 5.  7.  7.  8. 10. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
